VendorNumber,VendorName,Brand,Description,Volume,ActualPrice,PurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesAvgPrice,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
17035,PERNOD RICARD USA,2198,Chivas Regal Extra,750.0,38.99,28.67,1947,55820.490000000005,35.06161125319693,1564,54836.36,1232.91,123780.22,-984.1300000000047,-1.7946668961980785,0.8032871083718541,0.9823697355576777,28.67,Large,10980.61
9165,ULTRA BEVERAGE COMPANY LLP,16189,Frescobaldi Tenuta Castglni,750.0,27.99,17.87,3116,55682.92,16.76790788446526,2562,42959.38,285.47,68054.7,-12723.54,-29.617606213125054,0.8222079589216945,0.7715001296627404,17.87,Large,9899.980000000001
4425,MARTIGNETTI COMPANIES,25709,Hallowed Ground Proprtry Red,750.0,15.99,10.8,5152,55641.6,15.99,3177,50800.23,354.96000000000004,144929.24,-4841.369999999995,-9.530212756910736,0.6166537267080745,0.9129901009316771,10.799999999999999,Large,21330.0
7245,PROXIMO SPIRITS INC.,79,Three Olives Loopy Vodka,750.0,14.99,9.62,5779,55593.979999999996,13.880256771016532,5686,78923.14,4481.28,38994.78,23329.160000000003,29.55934089799266,0.9839072503893407,1.4196346438948966,9.62,Large,894.66
11567,CAMPARI AMERICA,3172,Skyy Infusions Blood Orange,750.0,12.99,10.31,5390,55570.9,13.243497481813094,5361,70998.39,4225.14,20964.81,15427.489999999998,21.72935189093724,0.9946196660482375,1.2776181418692156,10.31,Large,298.99
17035,PERNOD RICARD USA,5776,Malibu Black,1750.0,21.99,16.29,3408,55516.32,22.228081224249557,3398,75531.01999999999,6246.64,123780.22,20014.69999999999,26.498649164277133,0.9970657276995305,1.3605192130890518,16.29,Large,162.89999999999998
7153,PINE STATE TRADING CO,19645,Line 39 Pnt Nr,750.0,9.99,5.26,10515,55308.9,9.61659300924066,9956,95742.8,1111.18,15884.82,40433.9,42.231791842310855,0.9468378506894912,1.7310559421720555,5.26,Large,2940.3399999999997
7245,PROXIMO SPIRITS INC.,8437,Maestro Dobel Diamond Tequla,750.0,49.99,26.31,2102,55303.62,36.663140954495006,1802,66066.98,1420.32,38994.78,10763.359999999993,16.291587719008792,0.857278782112274,1.1946230644576248,26.310000000000002,Large,7893.0
6785,PALM BAY INTERNATIONAL INC,6572,Ch Greysac,750.0,17.99,11.76,4700,55272.0,17.602275449101793,4676,82308.23999999999,520.01,13605.41,27036.23999999999,32.84754964994999,0.9948936170212765,1.4891489361702126,11.76,Large,282.24
12546,JIM BEAM BRANDS COMPANY,1355,Knob Creek Bourbon,50.0,3.49,2.59,21305,55179.95,3.8357495985596812,20551,78828.49,1059.54,123880.97,23648.540000000008,29.999991119961837,0.9646092466557146,1.428571247346183,2.59,Large,1952.86
8004,SAZERAC CO INC,2630,Old Pulteney Single Malt Sc,750.0,37.99,29.91,1844,55154.04,38.50061452513967,1790,68916.1,1411.74,50293.62,13762.060000000005,19.96929599904812,0.9707158351409978,1.2495204340425472,29.91,Large,1615.14
3252,E & J GALLO WINERY,32989,Barefoot Cab Svgn Cal,1500.0,8.79,5.78,9514,54990.92,10.530159744408946,8764,92286.32,1958.3700000000001,61966.91,37295.40000000001,40.41270688873498,0.921168803867984,1.6782101481480944,5.78,Large,4335.0
4425,MARTIGNETTI COMPANIES,46201,Petite Petit Phillips Lodi,750.0,17.99,11.25,4879,54888.75,17.558911917098445,4825,84721.75,536.74,144929.24,29833.0,35.212917580196354,0.9889321582291453,1.5435175696294778,11.25,Large,607.5
10000,MAJESTIC FINE WINES,19357,Kendall Jackson Vntnr Rsv Ch,375.0,5.99,3.92,13996,54864.32,6.113725504374865,13829,84546.71,781.3100000000001,17587.59,29682.390000000007,35.1076818956054,0.988068019434124,1.5410144516509092,3.92,Large,654.64
12546,JIM BEAM BRANDS COMPANY,8823,Leroux Apricot Brandy,750.0,6.99,5.42,10119,54844.98,7.452252846015578,10014,74626.86,7889.08,123880.97,19781.879999999997,26.50772121458681,0.9896234805810851,1.360687158605947,5.42,Large,569.1
3960,DIAGEO NORTH AMERICA INC,8962,Pimms Cup No 1,750.0,17.99,13.84,3944,54584.96000000001,19.071547307893358,3826,72967.73999999999,3014.4900000000002,257032.07,18382.779999999984,25.19302365675569,0.9700811359026369,1.3367737193541953,13.840000000000002,Large,1633.12
12546,JIM BEAM BRANDS COMPANY,5539,DeKuyper Hot Damn 100*,750.0,12.99,8.39,6504,54568.560000000005,11.8476773187841,6415,76002.85,5053.51,123880.97,21434.29,28.201955584560316,0.9863161131611317,1.3927955951192408,8.39,Large,746.71
12546,JIM BEAM BRANDS COMPANY,8448,Cruzan Aged Dark Rum,750.0,10.99,7.51,7266,54567.66,10.194643403308774,7193,73330.07,5670.39,123880.97,18762.410000000003,25.586243133273978,0.9899532067162125,1.3438375404039682,7.510000000000001,Large,548.23
3664,WILLIAM GRANT & SONS INC,377,Hendrick's Gin,1000.0,37.99,28.35,1924,54545.4,37.99,1529,58086.71,1605.45,30234.420000000002,3541.3099999999977,6.096592490778007,0.7946985446985447,1.0649240815907481,28.35,Large,11198.25
9165,ULTRA BEVERAGE COMPANY LLP,19831,Cesari Boscarel,750.0,9.99,6.84,7952,54391.68,9.99,7866,78581.34,879.38,68054.7,24189.659999999996,30.782956869913384,0.989185110663984,1.4447308853118712,6.84,Large,588.24
3089,SIDNEY FRANK IMPORTING CO,2045,Monkey 47 Dry Gin,375.0,37.99,30.39,1788,54337.32,37.99,1612,61239.880000000005,631.46,8549.55,6902.560000000005,11.271348017011144,0.901565995525727,1.127031660744402,30.39,Large,5348.64
3960,DIAGEO NORTH AMERICA INC,1383,Smirnoff Red White & Berry,750.0,12.99,8.02,6768,54279.36,10.995911912503695,6766,74398.34,5326.79,257032.07,20118.979999999996,27.042243146822898,0.9997044917257684,1.370656175754467,8.02,Large,16.04
480,BACARDI USA INC,4258,Bacardi Mango Fusion,750.0,11.99,7.35,7365,54132.75,11.30675499388504,7359,83206.41,5798.400000000001,89286.27,29073.660000000003,34.94161086868188,0.9991853360488798,1.5370807875084862,7.35,Large,44.099999999999994
3252,E & J GALLO WINERY,7374,New Amsterdam Mango Vodka,750.0,8.99,6.86,7887,54104.82,10.375522701567297,6189,64214.11,4876.78,61966.91,10109.29,15.743097584004515,0.7847090148345378,1.1868463844810868,6.86,Large,11648.28
9815,WINE GROUP INC,31454,Foxhorn SE Chard Australia,1500.0,8.99,4.79,11295,54103.049999999996,7.528386264567209,11241,84626.59,2520.03,27100.41,30523.54,36.06849809262077,0.9952191235059761,1.5641741084837177,4.79,Large,258.66
4425,MARTIGNETTI COMPANIES,27202,DeLoach Sonoma Cnty Chard,750.0,9.99,6.8,7953,54080.4,9.99,5659,56533.41,634.5400000000001,144929.24,2453.010000000002,4.339044823229312,0.7115553879039356,1.0453585772294585,6.8,Large,15599.199999999999
3664,WILLIAM GRANT & SONS INC,4149,Sailor Jerry Spiced Navy Rum,50.0,1.49,1.16,46613,54071.08,1.49,45503,67799.47,2378.71,30234.420000000002,13728.39,20.248521116757992,0.9761869006500332,1.2538952430763357,1.1600000000000001,Large,1287.6
8004,SAZERAC CO INC,2196,Canadian Hunter Whiskey,1750.0,13.99,10.6,5099,54049.4,11.99,4152,49782.48,7629.91,50293.62,-4266.919999999998,-8.57112783453134,0.8142773092763287,0.9210551828512435,10.6,Large,10038.199999999999
8352,LUXCO INC,1135,Rebel Reserve Bourbon,750.0,19.99,15.62,3459,54029.58,20.614889151640554,3383,69740.17,2667.9500000000003,10261.6,15710.589999999997,22.527318186921537,0.9780283318878289,1.290777570360532,15.620000000000001,Large,1187.12
17035,PERNOD RICARD USA,5334,Kahlua Especial,750.0,22.99,17.82,3027,53941.14,23.21518321119254,3002,69691.98,2367.07,123780.22,15750.839999999997,22.60064931431134,0.9917409976874794,1.2920005027702417,17.82,Large,445.5
7153,PINE STATE TRADING CO,19302,Tomaiolo Chianti Clsco Rsva,750.0,11.99,7.43,7257,53919.51,11.939427955562925,6031,72006.69,670.96,15884.82,18087.18,25.118749382869844,0.8310596665288686,1.3354477813318408,7.430000000000001,Large,9109.18
9165,ULTRA BEVERAGE COMPANY LLP,32479,Danzante Del Vnzi Pnt Grigio,750.0,9.99,6.75,7988,53919.0,9.851177558569667,6488,63914.44,721.69,68054.7,9995.440000000002,15.638782096815685,0.8122183274912369,1.1853788089541721,6.75,Large,10125.0
660,SAZERAC NORTH AMERICA INC.,3970,El Toro Gold,750.0,9.29,6.78,7949,53894.22,9.290000000000001,7768,72164.72,6120.05,17932.33,18270.5,25.317773005978545,0.9772298402314756,1.3390066689897357,6.78,Large,1227.18
9165,ULTRA BEVERAGE COMPANY LLP,934,Tanteo Jalapeno Tequila,750.0,35.99,26.08,2065,53855.2,37.53572864321608,1990,74696.1,1568.71,68054.7,20840.90000000001,27.900921199366508,0.9636803874092009,1.386980273028417,26.08,Large,1955.9999999999998
653,STATE WINE & SPIRITS,463,Kirk & Sweeney 12Yr Old Rum,750.0,33.99,24.63,2182,53742.66,33.563913043478266,2070,69477.3,1632.71,8014.9800000000005,15734.64,22.647166772456615,0.9486709440879927,1.2927774695186283,24.630000000000003,Large,2758.56
8004,SAZERAC CO INC,5197,Southern Comfort,375.0,8.99,5.75,9343,53722.25,8.432012659585881,9321,78594.79,3659.41,50293.62,24872.539999999994,31.646550617413695,0.997645295943487,1.4629839591603107,5.75,Large,126.5
3960,DIAGEO NORTH AMERICA INC,1657,Dalwhinnie Distillers Edtion,750.0,69.99,51.46,1042,53621.32,69.99,1013,70899.87,798.58,257032.07,17278.549999999996,24.370354980904757,0.972168905950096,1.322232835745185,51.46,Medium,1492.34
3924,HEAVEN HILL DISTILLERIES,4176,Blackheart Spiced Rum,750.0,10.99,8.02,6680,53573.6,11.511817634667471,6646,76507.54000000001,5237.79,14069.87,22933.94000000001,29.976052033564283,0.9949101796407186,1.4280828617080057,8.02,Large,272.68
7153,PINE STATE TRADING CO,24840,Honig Svgn Bl Napa,750.0,13.99,8.44,6332,53442.08,15.398583853280394,5289,81443.11,588.66,15884.82,28001.03,34.38109129182321,0.8352811118130132,1.523950976459,8.44,Large,8802.92
4425,MARTIGNETTI COMPANIES,46985,Rodney Strong Cab Svgn Alexa,750.0,22.99,15.75,3393,53439.75,23.73973147153598,2793,66305.06999999999,310.28000000000003,144929.24,12865.319999999992,19.403222106544785,0.8231653404067197,1.2407443897099069,15.75,Large,9450.0
1392,CONSTELLATION BRANDS INC,6183,Clos du Bois Svgn Bl N Cst,750.0,8.99,5.99,8904,53334.96,9.410780117362789,8691,81789.09,968.11,79528.99,28454.129999999997,34.789640036342256,0.976078167115903,1.5334986657906933,5.99,Large,1275.8700000000001
8004,SAZERAC CO INC,2957,Glenfarclas 12-Yr Scotch,750.0,35.99,25.89,2060,53333.4,36.498982035928144,2004,73143.96,1580.01,50293.62,19810.560000000005,27.084341618911534,0.9728155339805825,1.3714475356905804,25.89,Large,1449.8400000000001
12546,JIM BEAM BRANDS COMPANY,1395,Old Crow,750.0,8.99,5.88,9066,53308.08,8.366333333333333,9000,75297.0,7093.59,123880.97,21988.92,29.202916450854616,0.9927200529450695,1.4124875628610147,5.88,Large,388.08
653,STATE WINE & SPIRITS,21100,Robert Hall 13 Syrah,750.0,13.99,9.39,5676,53297.64,13.99,5341,74720.59,595.94,8014.9800000000005,21422.949999999997,28.670745239029827,0.9409795630725863,1.401949317080456,9.39,Large,3145.65
4425,MARTIGNETTI COMPANIES,26016,Kuleto Native Son Napa Red,750.0,13.99,9.45,5629,53194.05,13.99,5445,76175.55,608.04,144929.24,22981.5,30.169129070942052,0.9673121335938888,1.4320314020083074,9.450000000000001,Large,1738.8
17035,PERNOD RICARD USA,904,Malibu Rum,1000.0,17.99,12.22,4349,53144.78,17.71934933087217,4334,76795.65999999999,4550.7,123780.22,23650.87999999999,30.79715702684239,0.9965509312485629,1.4450273385269445,12.219999999999999,Large,183.3
3960,DIAGEO NORTH AMERICA INC,2862,Pinch 15-Yr by Haig & Haig,750.0,35.99,27.68,1919,53117.920000000006,36.73132321041215,1844,67732.56,1454.3500000000001,257032.07,14614.639999999992,21.576978634795427,0.9609171443460135,1.2751357733887168,27.680000000000003,Large,2076.0
17035,PERNOD RICARD USA,5739,Malibu Rum,50.0,1.99,1.53,34717,53117.01,1.9899999999999998,33707,67076.93,1751.6200000000001,123780.22,13959.919999999991,20.811805191442115,0.9709076245067259,1.2628144920054798,1.53,Large,1545.3
9165,ULTRA BEVERAGE COMPANY LLP,2734,Nikka Pure Malt whiskey,750.0,68.99,54.75,970,53107.5,68.06280219780218,728,49549.719999999994,574.44,68054.7,-3557.780000000006,-7.180222209126523,0.7505154639175258,0.933007955561832,54.75,Medium,13249.5
3960,DIAGEO NORTH AMERICA INC,3607,Smirnoff Citrus Vodka,50.0,0.99,0.72,73746,53097.12,0.99,73445,72710.55,3840.4,257032.07,19613.43,26.97466873789292,0.9959184226941122,1.3693878312044043,0.7200000000000001,Large,216.72
12546,JIM BEAM BRANDS COMPANY,2926,Teachers Highland Cream,1750.0,27.99,21.87,2427,53078.49,28.286010296010296,2331,65934.69,4285.06,123880.97,12856.200000000004,19.498385447781743,0.9604449938195303,1.2422111103763502,21.869999999999997,Large,2099.52
90056,SWEET BABY VINEYARD,16669,Sweet Baby Vyds Blueberry,750.0,12.99,8.55,6206,53061.299999999996,12.99,5459,70912.41,605.2,703.64,17851.110000000008,25.173463995935276,0.8796326135997422,1.3364242866269769,8.549999999999999,Large,6386.85
9552,M S WALKER INC,27042,Luna di Luna Chard/Pnt Grigo,750.0,9.99,6.53,8122,53036.659999999996,9.960724383835858,7993,79616.07,889.53,55551.82,26579.41000000001,33.38447878675751,0.9841172125092342,1.5011516562317464,6.529999999999999,Large,842.37
11567,CAMPARI AMERICA,3918,Cabo Wabo Anejo Tequila,750.0,42.99,33.07,1599,52878.93,43.87110964332893,1514,66420.86,1194.69,20964.81,13541.93,20.38806784495112,0.9468417761100688,1.2560931168614795,33.07,Medium,2810.95
9552,M S WALKER INC,25567,Saddleback Clrs 11 Cab Svgn,750.0,37.99,24.67,2142,52843.14,37.99,1084,41181.16,120.69,55551.82,-11661.979999999996,-28.31872633019564,0.5060690943043884,0.7793094808521978,24.669999999999998,Large,26100.86
10754,PERFECTA WINES,2547,WhistlePig 10Yr Straight Rye,50.0,6.99,5.18,10193,52799.74,6.99,7749,54165.51,397.11,28720.52,1365.770000000004,2.5214753816589264,0.760227607181399,1.0258669834359033,5.18,Large,12659.92
10754,PERFECTA WINES,8048,Coole Swan Irish Cream,750.0,27.99,20.73,2544,52737.119999999995,25.110578778135046,1866,46856.34,1470.07,28720.52,-5880.779999999999,-12.550660166799199,0.7334905660377359,0.8884887911967889,20.729999999999997,Large,14054.94
3252,E & J GALLO WINERY,25808,Edna Valley Chard,750.0,11.99,7.84,6719,52676.96,11.65236191068928,6427,74889.73,716.41,61966.91,22212.769999999997,29.660635710664195,0.9565411519571365,1.4216790414632887,7.84,Large,2289.2799999999997
4425,MARTIGNETTI COMPANIES,13662,Duckhorn Decoy Svgn Bl,750.0,14.99,9.43,5578,52600.54,17.20838087248322,4768,82049.56,531.5600000000001,144929.24,29449.019999999997,35.89174640302763,0.8547866618859806,1.55986155275212,9.43,Large,7638.3
9552,M S WALKER INC,1727,West Cork Irish Whiskey,750.0,24.99,17.05,3085,52599.25,21.99,2698,59329.02,2127.77,55551.82,6729.769999999997,11.343133596341213,0.8745542949756888,1.1279442197369733,17.05,Large,6598.35
2561,EDRINGTON AMERICAS,2512,The Macallan 12 Yr Old,375.0,34.99,25.36,2072,52545.92,34.99,1831,64066.69,717.62,9654.5,11520.770000000004,17.98246483469023,0.8836872586872587,1.2192514661461824,25.36,Large,6111.76
12546,JIM BEAM BRANDS COMPANY,1515,Old Overholt,750.0,15.99,10.14,5180,52525.200000000004,15.424113430318362,4743,73156.56999999999,3736.53,123880.97,20631.369999999988,28.201663910705477,0.9156370656370656,1.392789937020706,10.14,Large,4431.18
17035,PERNOD RICARD USA,2521,Jameson Gold Rsv,750.0,89.99,69.22,757,52399.54,94.32751743375175,717,67632.83,565.66,123780.22,15233.29,22.523514098108862,0.9471598414795245,1.2907141932925366,69.22,Medium,2768.8
4425,MARTIGNETTI COMPANIES,26762,Chalk Hill Pnt Nr Sonoma Cst,750.0,14.49,9.72,5389,52381.08,14.989562682215743,3430,51414.2,384.85,144929.24,-966.8800000000047,-1.8805699592719611,0.63648172202635,0.9815414267899782,9.72,Large,19041.48
1273,CALEDONIA SPIRITS INC,2828,Tom Cat Barrel Aged Gin,750.0,46.99,33.81,1548,52337.880000000005,45.494792332268375,1252,56959.48,986.83,1319.77,4621.5999999999985,8.113838117904164,0.8087855297157622,1.0883031563372456,33.81,Medium,10007.76
3252,E & J GALLO WINERY,6529,W Hill Cab Svgn Napa,750.0,34.99,23.17,2257,52294.69,34.99,2142,74948.58,237.28,61966.91,22653.89,30.225909550254322,0.9490474080638015,1.433196754775676,23.17,Large,2664.55
12546,JIM BEAM BRANDS COMPANY,1309,Makers Mark Cask Strength,750.0,59.99,44.44,1176,52261.44,61.39879120879121,910,55872.9,717.39,123880.97,3611.459999999999,6.46370601848123,0.7738095238095238,1.0691037215966495,44.440000000000005,Medium,11821.039999999999
3252,E & J GALLO WINERY,34825,J Vineyards Pnt Gris,750.0,19.99,9.73,5362,52172.26,13.350493827160495,5265,70290.35,586.6700000000001,61966.91,18118.090000000004,25.776070257154792,0.9819097351734427,1.347274394477065,9.73,Large,943.8100000000001
1392,CONSTELLATION BRANDS INC,26817,Ravenswood Vntrs Blnd Merlot,750.0,7.99,5.47,9532,52140.04,7.623344048001714,9333,71148.67,1040.9,79528.99,19008.629999999997,26.71677488841323,0.9791229542593369,1.3645687651946565,5.47,Large,1088.53
5992,MCCORMICK DISTILLING CO,3663,Tarantula Azul Tequila,750.0,13.99,10.76,4845,52132.200000000004,13.989999999999998,4749,66438.51,3742.52,1567.85,14306.30999999999,21.533159006726656,0.9801857585139319,1.2744236767295452,10.760000000000002,Large,1032.96
3960,DIAGEO NORTH AMERICA INC,1989,Johnnie Walker Black Tin,750.0,34.99,25.36,2054,52089.44,37.37307692307692,1950,72877.5,1536.66,257032.07,20788.059999999998,28.524661246612464,0.9493670886075949,1.3990839602038339,25.36,Large,2637.44
7245,PROXIMO SPIRITS INC.,5714,Jose Cuervo Lime Margarita,200.0,9.99,7.14,7288,52036.32000000001,9.99,7278,72707.22,1528.3799999999999,38994.78,20670.899999999994,28.4303264517609,0.9986278814489572,1.3972398509348853,7.140000000000001,Large,71.39999999999999
480,BACARDI USA INC,2258,Dewars Special Reserve 12 Yr,375.0,16.99,9.77,5326,52035.02,13.683608247422681,4850,66365.5,1901.2,89286.27,14330.480000000003,21.59326758632121,0.9106271122793842,1.2754006820791075,9.77,Large,4650.5199999999995
4425,MARTIGNETTI COMPANIES,25138,Terlatto & Chapoutier Shiraz,750.0,19.99,13.79,3773,52029.67,19.99,3045,60869.549999999996,340.16,144929.24,8839.879999999997,14.522663630665905,0.8070500927643784,1.169900750860038,13.79,Large,10039.119999999999
9165,ULTRA BEVERAGE COMPANY LLP,21329,Masi Campofiorin,750.0,17.99,10.52,4939,51958.28,15.854901384809063,4766,75564.45999999999,531.08,68054.7,23606.179999999993,31.23979182806308,0.9649726665316866,1.4543295120623698,10.52,Large,1819.96
4466,AMERICAN VINTAGE BEVERAGE,3140,TGI Fridays Orange Dream,1750.0,14.99,11.19,4640,51921.6,12.99,3890,50531.1,7149.25,793.91,-1390.5,-2.7517706917126286,0.8383620689655172,0.9732192382361098,11.19,Large,8392.5
516,BANFI PRODUCTS CORP,10874,Cantine Maschio Prosecco Brt,750.0,10.99,7.53,6891,51889.229999999996,11.145359765051394,6810,75899.9,760.48,8510.41,24010.67,31.63465301008302,0.9882455376578145,1.4627293563616188,7.529999999999999,Large,609.9300000000001
2000,SOUTHERN WINE & SPIRITS NE,30602,Zardetto Prosecco Conegliano,750.0,12.99,8.27,6269,51844.63,13.185951551352247,6027,79471.73,670.76,19016.59,27627.1,34.76343097098805,0.9613973520497687,1.5328825762668188,8.27,Large,2001.34
1587,VINEYARD BRANDS INC,24634,Marques de Caceres RSV Red,750.0,16.99,10.27,5030,51658.1,17.07660022148394,4515,77100.84999999999,502.16,6070.09,25442.749999999993,32.99931194014073,0.8976143141153081,1.492521985903469,10.27,Large,5289.05
480,BACARDI USA INC,8653,M & R Extra Dry Vermouth,375.0,5.29,3.53,14627,51633.31,5.29,14621,77345.09,838.99,89286.27,25711.78,33.24293759306505,0.9995897996855131,1.4979688499536443,3.53,Large,21.18
480,BACARDI USA INC,4075,Bacardi Pineapple Fusion,1750.0,19.99,15.87,3247,51529.89,21.60306223043746,3246,70123.54,5967.96,89286.27,18593.649999999994,26.51556096568998,0.9996920234062211,1.360832324695434,15.87,Large,15.87
2242,DELICATO VINEYARDS INC,16441,Bota Box RedVolution,3000.0,17.99,10.96,4700,51512.00000000001,18.43493198771391,4558,84026.42,2051.1,7982.65,32514.41999999999,38.695472209812095,0.9697872340425532,1.6312008852306257,10.96,Large,1556.3200000000002
9552,M S WALKER INC,25577,Parducci 13 True Grit Cab Sv,750.0,13.99,9.45,5442,51426.9,13.99,5442,76133.58,609.53,55551.82,24706.68,32.451751250893494,1.0,1.4804232804232804,9.450000000000001,Large,0.0
17035,PERNOD RICARD USA,5759,Malibu Tropical Banana Rum,750.0,11.99,9.44,5441,51363.04,12.995210504376825,4798,62351.020000000004,3780.9500000000003,123780.22,10987.980000000003,17.622775056446553,0.88182319426576,1.2139277581700771,9.44,Large,6069.92
9165,ULTRA BEVERAGE COMPANY LLP,25554,Brotte Espirit CdR,750.0,13.99,9.14,5612,51293.68,8.00350337584396,5332,42674.68,596.25,68054.7,-8619.0,-20.19698800319065,0.9501069137562367,0.8319676030263378,9.14,Large,2559.2000000000003
516,BANFI PRODUCTS CORP,6234,C Y Toro Front Cab/Merlot,1500.0,7.99,4.54,11276,51193.04,9.232230165822658,10071,92977.79,2255.65,8510.41,41784.74999999999,44.94057129127289,0.8931358637814828,1.816219353255833,4.54,Large,5470.7
8352,LUXCO INC,5348,St Brendans Irish Cream,750.0,11.99,7.85,6511,51111.35,12.01592,6250,75099.5,4926.63,10261.6,23988.15,31.94182384702961,0.9599139917063431,1.4693311759521124,7.85,Large,2048.85
2496,DUGGANS DISTILLED PRODUCTS,3709,Aslanoff Vodka,1750.0,13.99,10.52,4858,51106.16,13.99,3079,43075.21,5658.6,939.27,-8030.950000000004,-18.64401821836737,0.6337999176615892,0.842857495065174,10.520000000000001,Large,18715.079999999998
8004,SAZERAC CO INC,3758,Margaritaville Gold Tequila,1750.0,22.99,14.59,3492,50948.280000000006,20.92546528377989,3471,72632.29,6381.4400000000005,50293.62,21684.009999999987,29.85450410554313,0.9939862542955327,1.4256082835377364,14.590000000000002,Large,306.39
4425,MARTIGNETTI COMPANIES,5375,Petrone Limoncello,750.0,18.99,14.72,3460,50931.2,19.982978349912226,3418,68301.81999999999,2694.85,144929.24,17370.619999999995,25.43214807453154,0.9878612716763006,1.341060489444584,14.719999999999999,Large,618.24
12546,JIM BEAM BRANDS COMPANY,1366,Red Stag by Jim Beam,50.0,1.29,0.93,54506,50690.58,1.29,54187,69901.23,2834.95,123880.97,19210.649999999994,27.482563611541593,0.9941474333100943,1.3789786978172274,0.93,Large,296.67
660,SAZERAC NORTH AMERICA INC.,8118,Mr Boston Blackberry Brandy,750.0,6.99,4.54,11159,50661.86,6.252160454832596,11081,69280.19,8731.26,17932.33,18618.33,26.87395920825275,0.9930101263554082,1.3675019037990315,4.54,Large,354.12
10754,PERFECTA WINES,10443,Charles Smith Kung Fu Girl R,750.0,11.99,6.5,7791,50641.5,11.425950139238827,7541,86163.09,840.57,28720.52,35521.59,41.2259936360221,0.9679116929790784,1.7014324220254138,6.5,Large,1625.0
1392,CONSTELLATION BRANDS INC,42413,R M Woodbridge Rsl,1500.0,8.99,5.84,8670,50632.799999999996,10.147617794785937,8362,84854.38,1868.8500000000001,79528.99,34221.58000000001,40.32977437346193,0.9644752018454441,1.6758776919309224,5.84,Large,1798.72
9815,WINE GROUP INC,41714,Fish Eye Pnt Grigio,750.0,4.99,3.22,15720,50618.4,5.366140933171635,15667,84071.33,1747.38,27100.41,33452.93,39.79112736767695,0.9966284987277354,1.6608847770771102,3.22,Large,170.66
3252,E & J GALLO WINERY,28890,Peter Vella Wh Znfdl Cal,5000.0,14.99,9.99,5063,50579.37,14.989999999999998,5013,75144.87,3759.75,61966.91,24565.499999999993,32.69085434574575,0.9901244321548489,1.4856822060061246,9.99,Large,499.5
5270,MANGO BOTTLING INC,7917,Tooters Ala-Bama Slama 15 Pk,375.0,9.99,6.92,7300,50516.0,9.091699882766706,6824,62041.76,2681.25,1034.42,11525.760000000002,18.57742269078118,0.9347945205479452,1.228160582785652,6.92,Large,3293.92
12546,JIM BEAM BRANDS COMPANY,1484,Knob Creek Rye,1750.0,60.99,46.82,1077,50425.14,56.569754601227,652,36883.48,1199.1200000000001,123880.97,-13541.659999999996,-36.71470262567414,0.6053853296193129,0.7314502250266435,46.82,Medium,19898.5
17035,PERNOD RICARD USA,8131,Lillet White French Aperiti,750.0,17.99,10.38,4853,50374.14,17.99,4821,86729.79,534.79,123780.22,36355.649999999994,41.91829589348711,0.9934061405316299,1.7217125691872852,10.379999999999999,Large,332.16
3252,E & J GALLO WINERY,35862,Allegrini Palazzo Della Tor,750.0,19.99,13.6,3702,50347.2,19.846466410180525,3379,67061.20999999999,376.2,61966.91,16714.009999999995,24.923513906176158,0.9127498649378715,1.3319749658372262,13.6,Large,4392.8
653,STATE WINE & SPIRITS,2810,Bib & Tucker Bourbon,750.0,59.99,43.74,1151,50344.74,55.99,1005,56269.950000000004,792.23,8014.9800000000005,5925.210000000006,10.529972036584368,0.8731537793223284,1.1176927321503698,43.739999999999995,Medium,6386.04
4425,MARTIGNETTI COMPANIES,211,Cold River Gin,750.0,24.99,19.83,2534,50249.22,28.163756019261637,2492,70184.08,1964.98,144929.24,19934.86,28.403677871106954,0.9834254143646409,1.3967197898793255,19.830000000000002,Large,832.8599999999999
9819,TREASURY WINE ESTATES,33037,Beringer Fndrs Est Cab Svgn,1500.0,15.99,10.88,4615,50211.2,18.22036069926975,4519,82337.81,1008.0500000000001,14836.57,32126.61,39.018052581189615,0.9791982665222102,1.6398295599388184,10.879999999999999,Large,1044.48
8892,TRINCHERO FAMILY ESTATES,14054,Seaglass Rsl,750.0,8.99,6.07,8271,50204.97,8.99,8254,74203.46,919.11,11595.97,23998.490000000005,32.341470330359265,0.9979446258009914,1.4780102448024568,6.07,Large,103.19
4425,MARTIGNETTI COMPANIES,2259,Redemption Rye Whiskey,750.0,29.99,22.89,2193,50197.770000000004,26.11749244712991,1655,43224.45,1304.6000000000001,144929.24,-6973.320000000007,-16.13281372001265,0.7546739626082991,0.861083072016944,22.89,Large,12314.82
480,BACARDI USA INC,5230,Bacardi Party Drinks Bahama,1750.0,12.99,9.92,5047,50066.240000000005,14.39578561521696,5047,72655.53,9276.59,89286.27,22589.289999999994,31.090943800148445,1.0,1.4511880660500966,9.920000000000002,Large,0.0
3252,E & J GALLO WINERY,17876,Darkhorse Cab Svgn,750.0,7.99,5.33,9368,49931.44,7.990000000000001,9179,73340.21,1023.94,61966.91,23408.770000000004,31.918056956749925,0.9798249359521777,1.468818243575591,5.33,Large,1007.37
